id,cases
0,11.684139028321777
1,11.515191326804752
2,9.243294349881772
3,8.78540472676638
4,9.149244367775646
5,9.31407273064383
6,14.496796293654116
7,12.65995639753376
8,11.955446440041527
9,11.921873890918153
10,13.540827301634872
11,14.0427784196997
12,13.406541604957084
13,9.69775271062457
14,13.228553929062125
15,12.247050246152448
16,9.603859358433013
17,9.182184993973202
18,11.317464269844859
19,9.530298903663693
20,12.395307435133555
21,12.040494129863568
22,12.94329201669266
23,10.99298535876015
24,11.351337043398718
25,8.77926397821557
26,8.691833831102338
27,10.263992729615708
28,12.249061649381135
29,9.340858550554458
30,6.110379668388422
31,14.052669935047614
32,9.40236227645936
33,11.043262258141013
34,10.520993837243745
35,14.449872358212806
36,11.672075004063647
37,11.86964143676523
38,9.706073403864215
39,6.1436969230474165
40,13.419786036876555
41,11.88965454604104
42,13.029540755725604
43,14.264192603417579
44,11.260883191495802
45,11.346860345366284
46,15.339466947675689
47,12.294385653578503
48,15.328964267655113
49,5.747081390208966
50,12.24964331616386
51,11.9305108455243
52,11.724486799214617
53,14.030405465997452
54,12.782224974856767
55,13.245397016013781
56,8.811647872185628
57,9.10438752422301
58,12.300564511327222
59,8.081546939479132
60,12.231020961634561
